,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
2609,Vilin Bio Med,OPM Ann. %,-,-,,-,5.06%,20.86%,6.83%,7.31%,5.34%,,,,,
2610,Vilin Bio Med,Total Exp. Ann.,10.2%,-2%,,15,15.9,10.6,11.2,11.6,16.6,,,,,
2611,Vilin Bio Med,EBITDA Ann.,-,-,,-,1.1,2.6,0.8,0.9,0.9,,,,,
2612,Vilin Bio Med,EBITDA Ann. margin %,-,-,,-,7.07%,21.06%,6.86%,7.34%,5.41%,,,,,
2613,Vilin Bio Med,Interest Ann.,21.6%,17.6%,,0.9,0.8,0.7,0.5,0.4,0.4,,,,,
2614,Vilin Bio Med,Depr.,-20.6%,-19.7%,,0.1,0.1,0.2,0.2,0.3,0.3,,,,,
2615,Vilin Bio Med,PBT Ann.,-,8.4%,,0.3,0.2,1.8,0,0.2,0.2,,,,,
2616,Vilin Bio Med,Tax Ann.,-,-,,0.1,0.1,0.5,0,0,0,,,,,
2617,Vilin Bio Med,PAT Before ExtraOrdinary Items Ann.,-,0%,,0.2,0.2,1.2,0,0.1,0.2,,,,,
2618,Vilin Bio Med,Net Profit Ann.,-,0%,,0.2,0.2,1.2,0,0.1,0.2,,,,,
2619,Vilin Bio Med,NPM Ann. %,72.9%,9.3%,,1.50%,1.02%,10.11%,0.29%,1.03%,0.96%,,,,,
2620,Vilin Bio Med,EPS Adj. latest Ann.,-,14.9%,,0.2,0.1,0.9,0,0.1,0.1,,,,,
2621,Vilin Bio Med,Annual Reports,,,,,,,,,,,,,,
2622,Aatmaj Healthcare,Total Rev. Ann.,-1.4%,,,,16.6,27.2,21.8,17.3,4.4,,,,,
2623,Aatmaj Healthcare,Operating Exp. Ann.,3.2%,,,,13.2,17.3,14.3,12,3.7,,,,,
2624,Aatmaj Healthcare,Operating Profit Ann.,-21.1%,,,,2.6,9.8,7.5,5.3,0.7,,,,,
2625,Aatmaj Healthcare,OPM Ann. %,-20.5%,,,,15.40%,36.15%,34.49%,30.63%,15.50%,,,,,
2626,Aatmaj Healthcare,Total Exp. Ann.,5.9%,,,,15.2,18.9,15,12.8,4.6,,,,,
2627,Aatmaj Healthcare,EBITDA Ann.,-13.8%,,,,3.4,9.9,7.5,5.3,0.7,,,,,
2628,Aatmaj Healthcare,EBITDA Ann. margin %,-12.5%,,,,20.50%,36.25%,34.49%,30.65%,15.76%,,,,,
2629,Aatmaj Healthcare,Interest Ann.,48.1%,,,,1.3,0.9,0.2,0.4,0.5,,,,,
2630,Aatmaj Healthcare,Depr.,26%,,,,0.8,0.7,0.4,0.4,0.4,,,,,
2631,Aatmaj Healthcare,PBT Ann.,-33.9%,,,,1.3,8.3,6.9,4.5,-0.2,,,,,
2632,Aatmaj Healthcare,Tax Ann.,18.6%,,,,0.5,2.4,1.9,0.3,0.1,,,,,
2633,Aatmaj Healthcare,PAT Before ExtraOrdinary Items Ann.,-39.7%,,,,0.9,5.9,4.9,4.1,-0.3,,,,,
2634,Aatmaj Healthcare,Net Profit Ann.,-39.7%,,,,0.9,5.9,4.9,4.1,-0.3,,,,,
2635,Aatmaj Healthcare,NPM Ann. %,-38.4%,,,,5.59%,21.74%,22.56%,23.88%,-6.20%,,,,,
2636,Aatmaj Healthcare,EPS Adj. latest Ann.,-39.4%,,,,0.4,2.6,2.2,1.8,-0.1,,,,,
2637,Aatmaj Healthcare,Annual Reports,,,,,,,,,,,,,,
2638,Cell Point,Total Rev. Ann.,6.5%,3.2%,,326.3,322.9,297,270,223.6,278.1,,,,,
2639,Cell Point,Operating Exp. Ann.,-,-,,-,312.6,277.7,258.5,215.4,268.2,,,,,
2640,Cell Point,Operating Profit Ann.,-,-,,-,8.7,18,10.7,7.6,9.3,,,,,
2641,Cell Point,OPM Ann. %,-,-,,-,2.68%,6.06%,3.96%,3.39%,3.35%,,,,,
2642,Cell Point,Total Exp. Ann.,6.8%,3.4%,,325.8,320.2,287.1,267.6,222.3,275.7,,,,,
2643,Cell Point,EBITDA Ann.,-,-,,-,10.3,19.3,11.6,8.1,9.9,,,,,
2644,Cell Point,EBITDA Ann. margin %,-,-,,-,3.20%,6.51%,4.29%,3.63%,3.55%,,,,,
2645,Cell Point,Interest Ann.,-13.4%,-2.8%,,5.2,5.7,8.5,8,5.6,6,,,,,
2646,Cell Point,Depr.,42.8%,16.4%,,3.2,1.9,1,1.1,1.2,1.5,,,,,
2647,Cell Point,PBT Ann.,5.3%,3.1%,,2.8,2.7,9.9,2.4,1.3,2.4,,,,,
2648,Cell Point,Tax Ann.,-9.1%,-5.6%,,0.6,1,3.1,0.8,0.6,0.8,,,,,
2649,Cell Point,PAT Before ExtraOrdinary Items Ann.,10.6%,7.5%,,2.3,1.7,6.7,1.7,0.7,1.6,,,,,
2650,Cell Point,Net Profit Ann.,10.6%,7.5%,,2.3,1.7,6.7,1.7,0.7,1.6,,,,,
2651,Cell Point,NPM Ann. %,4.2%,3.9%,,0.69%,0.52%,2.27%,0.61%,0.30%,0.57%,,,,,
2652,Cell Point,EPS Adj. latest Ann.,10.1%,5.9%,,1.2,0.9,3.6,0.9,0.4,0.9,,,,,
2653,Cell Point,Annual Reports,,,,,,,,,,,,,,
2654,Bizotic Commercial,Total Rev. Ann.,27.8%,58.5%,,111.1,76,65.6,53.2,16.8,11.1,8.2,,,,
2655,Bizotic Commercial,Operating Exp. Ann.,-,-,,-,70.8,61.2,52.3,16.1,10.8,8.1,,,,
2656,Bizotic Commercial,Operating Profit Ann.,-,-,,-,0.6,4,0.9,0.6,0.3,0.2,,,,
2657,Bizotic Commercial,OPM Ann. %,-,-,,-,0.76%,6.10%,1.63%,3.79%,2.65%,2.14%,,,,
2658,Bizotic Commercial,Total Exp. Ann.,26.4%,57.6%,,105.9,72,61.8,52.4,16.4,10.9,8.1,,,,
2659,Bizotic Commercial,EBITDA Ann.,-,-,,-,5.2,4.4,0.9,0.7,0.3,0.2,,,,
2660,Bizotic Commercial,EBITDA Ann. margin %,-,-,,-,6.81%,6.72%,1.74%,4.16%,2.68%,2.14%,,,,
2661,Bizotic Commercial,Interest Ann.,-,-,,0.5,0.7,0.4,0,0.1,0,,,,,
2662,Bizotic Commercial,Depr.,128.9%,64.4%,,1.2,0.5,0.2,0.1,0.1,0.1,,,,,
2663,Bizotic Commercial,PBT Ann.,87.8%,92.6%,,5.3,4,3.7,0.8,0.4,0.2,0.2,,,,
2664,Bizotic Commercial,Tax Ann.,95.7%,71.9%,,1.5,1,1,0.2,0.1,0.1,0.1,,,,
2665,Bizotic Commercial,PAT Before ExtraOrdinary Items Ann.,85%,107%,,3.8,3.1,2.7,0.6,0.3,0.1,0.1,,,,
2666,Bizotic Commercial,Net Profit Ann.,85%,107%,,3.8,3.1,2.7,0.6,0.3,0.1,0.1,,,,
2667,Bizotic Commercial,NPM Ann. %,42.6%,22.1%,,3.42%,4.31%,4.12%,1.18%,2.00%,1.26%,1.48%,,,,
2668,Bizotic Commercial,EPS Adj. latest Ann.,80.4%,88%,,4.7,3.8,3.4,0.8,0.4,0.2,0.2,,,,
2669,Bizotic Commercial,Annual Reports,,,,,,,,,,,,,,
2670,Spectrum Talent,Total Rev. Ann.,38.1%,31.5%,,"1,273.4","1,018.7",768.8,483.7,303,323.6,,,,,
2671,Spectrum Talent,Operating Exp. Ann.,-,-,,-,"1,006.8",744.5,467.3,297.4,314.4,,,,,
2672,Spectrum Talent,Operating Profit Ann.,-,-,,-,9.4,23.6,15.9,5,8.9,,,,,
2673,Spectrum Talent,OPM Ann. %,-,-,,-,0.92%,3.07%,3.29%,1.64%,2.76%,,,,,
2674,Spectrum Talent,Total Exp. Ann.,39.3%,32%,,"1,265.2","1,008.6",746.6,468.3,298.4,315.3,,,,,
2675,Spectrum Talent,EBITDA Ann.,-,-,,-,11.8,24.3,16.4,5.6,9.2,,,,,
2676,Spectrum Talent,EBITDA Ann. margin %,-,-,,-,1.16%,3.17%,3.40%,1.83%,2.85%,,,,,
2677,Spectrum Talent,Interest Ann.,115.4%,58.5%,,1,0.4,0.7,0.1,0.1,0.1,,,,,
2678,Spectrum Talent,Depr.,36.7%,23.5%,,2.3,1.5,1.5,0.9,0.9,0.8,,,,,
2679,Spectrum Talent,PBT Ann.,-18.9%,-0.5%,,8.2,10,22.2,15.4,4.5,8.4,,,,,
2680,Spectrum Talent,Tax Ann.,-,-10.9%,,0.9,-1.6,-5.6,-0.1,-0.2,1.6,,,,,
2681,Spectrum Talent,PAT Before ExtraOrdinary Items Ann.,-22.6%,1.1%,,7.2,11.6,27.8,15.5,4.8,6.8,,,,,
2682,Spectrum Talent,Net Profit Ann.,-22.6%,1.1%,,7.2,11.6,27.8,15.5,4.8,6.8,,,,,
2683,Spectrum Talent,NPM Ann. %,-44.1%,-23.2%,,0.56%,1.14%,3.62%,3.21%,1.57%,2.09%,,,,,
2684,Spectrum Talent,EPS Adj. latest Ann.,-22.7%,1.3%,,3.1,5,12,6.7,2.1,2.9,,,,,
2685,Spectrum Talent,Annual Reports,,,,,,,,,,,,,,
2686,Urban Enviro Waste,Total Rev. Ann.,92.6%,61.7%,,141.5,102.6,39.4,19.8,15.9,12.8,2.4,2,2,1.3,0.5
2687,Urban Enviro Waste,Operating Exp. Ann.,-,-,,-,84.1,31.4,16.2,13.9,11,1.5,1.1,0.8,0.2,0.2
2688,Urban Enviro Waste,Operating Profit Ann.,-,-,,-,18.4,7.8,3.5,1.6,1.7,0.8,0.9,1.3,1.1,0.3
2689,Urban Enviro Waste,OPM Ann. %,-,-,,-,17.92%,19.80%,17.64%,10.08%,12.94%,31.82%,45.37%,61.25%,81.51%,56.06%
2690,Urban Enviro Waste,Total Exp. Ann.,92.7%,60.9%,,127.4,92.6,36.4,17.8,14.8,11.8,2.2,2,2,1.2,0.5
2691,Urban Enviro Waste,EBITDA Ann.,-,-,,-,18.6,8,3.6,1.9,1.8,0.8,0.9,1.3,1.1,0.3
2692,Urban Enviro Waste,EBITDA Ann. margin %,-,-,,-,18.08%,20.36%,18.07%,12.24%,14.27%,35.78%,45.41%,61.25%,81.52%,56.07%
2693,Urban Enviro Waste,Interest Ann.,124.6%,76.2%,,3.4,2.5,1.5,0.3,0.1,0.2,0.1,0.2,0.3,0.2,0.1
2694,Urban Enviro Waste,Depr.,83.3%,62.8%,,8,6,3.5,1.3,0.8,0.7,0.6,0.7,0.9,0.7,0.2
2695,Urban Enviro Waste,PBT Ann.,91.7%,69.8%,,14.1,10.1,3,2,1,1,0.1,0.1,0.1,0.2,0
2696,Urban Enviro Waste,Tax Ann.,111.8%,66.2%,,3.8,3,0.8,0.4,0.3,0.3,0.1,,,0.1,0
2697,Urban Enviro Waste,PAT Before ExtraOrdinary Items Ann.,86%,66.7%,,10.3,7.1,2.2,1.6,0.8,0.8,0.1,0.1,0.1,0.1,0
2698,Urban Enviro Waste,Net Profit Ann.,86%,66.7%,,10.3,7.1,2.2,1.6,0.8,0.8,0.1,0.1,0.1,0.1,0
2699,Urban Enviro Waste,NPM Ann. %,-3.7%,4.3%,,7.27%,6.88%,5.50%,8.15%,5.01%,5.89%,3.07%,2.82%,3.59%,7.04%,2.94%
2700,Urban Enviro Waste,EPS Adj. latest Ann.,84.3%,67.6%,,11.9,8.2,2.5,1.9,0.9,0.9,0.1,0.1,0.1,0.1,0
2701,Urban Enviro Waste,Annual Reports,,,,,,,,,,,,,,
2702,Sonalis Consumer Products,Total Rev. Ann.,-,,,106.7,4.1,6.5,,,,,,,,
2703,Sonalis Consumer Products,Operating Exp. Ann.,-,,,-,4.1,6.4,,,,,,,,
2704,Sonalis Consumer Products,Operating Profit Ann.,-,,,-,0,0.1,,,,,,,,
2705,Sonalis Consumer Products,OPM Ann. %,-,,,-,0.63%,2.19%,-,,,,,,,
2706,Sonalis Consumer Products,Total Exp. Ann.,-,,,103.1,4.1,6.5,,,,,,,,
2707,Sonalis Consumer Products,EBITDA Ann.,-,,,-,0.1,0.1,,,,,,,,
2708,Sonalis Consumer Products,EBITDA Ann. margin %,-,,,-,1.29%,2.21%,-,,,,,,,
2709,Sonalis Consumer Products,Interest Ann.,-,,,0,,0,,,,,,,,
2710,Sonalis Consumer Products,Depr.,-,,,0,0,0.1,,,,,,,,
2711,Sonalis Consumer Products,PBT Ann.,-,,,3.6,0,0,,,,,,,,
2712,Sonalis Consumer Products,Tax Ann.,-,,,0.9,,0,,,,,,,,
2713,Sonalis Consumer Products,PAT Before ExtraOrdinary Items Ann.,-,,,2.7,0,,,,,,,,,
2714,Sonalis Consumer Products,Net Profit Ann.,-,,,2.7,0,,,,,,,,,
2715,Sonalis Consumer Products,NPM Ann. %,-,,,2.48%,0.52%,0.04%,,,,,,,,
2716,Sonalis Consumer Products,EPS Adj. latest Ann.,-,,,5.6,0,0,,,,,,,,
2717,Sonalis Consumer Products,Annual Reports,-,,,,,,,,,,,,,
2718,IKIO Lighting,Total Rev. Ann.,31.4%,28.9%,227.6,501,453.3,361.9,220.7,160,140.7,115.8,48.6,,,
2719,IKIO Lighting,Operating Exp. Ann.,33.3%,30.2%,190.1,425.9,345.2,281.3,179.7,129.4,113.7,97.8,44,,,
2720,IKIO Lighting,Operating Profit Ann.,14.3%,17.3%,17.6,60,92.7,77.5,40.2,30.3,27,17.9,4.4,,,
2721,IKIO Lighting,OPM Ann. %,-13%,-9%,,11.97%,20.45%,21.41%,18.19%,18.92%,19.16%,15.50%,9.11%,,,
2722,IKIO Lighting,Total Exp. Ann.,35.9%,31.2%,,458.5,368.8,296.1,182.7,132.4,118,102,46.1,,,
2723,IKIO Lighting,EBITDA Ann.,22.4%,22.6%,,75.1,108.1,80.7,41,30.7,27.1,18,4.6,,,
2724,IKIO Lighting,EBITDA Ann. margin %,-6.9%,-4.9%,,14.99%,23.84%,22.28%,18.56%,19.16%,19.23%,15.51%,9.37%,,,
2725,IKIO Lighting,Interest Ann.,156.1%,32%,4.2,8.4,11.6,9,0.5,0.6,2.1,2.9,1.4,,,
2726,IKIO Lighting,Depr.,113.4%,61.7%,2.9,24.3,12,5.8,2.5,2.5,2.2,1.2,0.7,,,
2727,IKIO Lighting,PBT Ann.,3.8%,13.3%,30.4,42.5,84.5,65.8,38,27.6,22.8,13.8,2.5,,,
2728,IKIO Lighting,Tax Ann.,0%,10%,6.8,10,23.9,15.8,10,7.1,6.2,4,0.7,,,
2729,IKIO Lighting,PAT Before ExtraOrdinary Items Ann.,5%,14.3%,,32.4,60.6,50,28,20.6,16.6,9.8,1.8,,,
2730,IKIO Lighting,Net Profit Ann.,3.3%,13.2%,23.6,30.9,60.6,50,28,20.6,16.6,9.8,1.8,,,
2731,IKIO Lighting,NPM Ann. %,-19.4%,-10.8%,,6.67%,13.83%,13.94%,12.73%,12.88%,11.79%,8.49%,3.66%,,,
2732,IKIO Lighting,EPS Adj. latest Ann.,3.6%,12.7%,,4,7.8,6.5,3.6,2.7,2.2,1.3,0.2,,,
2733,IKIO Lighting,Result Notes,,,,,Notes,,,,,,,,,
2734,IKIO Lighting,Annual Reports,,,,,,,,,,,,,,
2735,Kore Digital,Total Rev. Ann.,168.7%,225.3%,132,327.8,105.1,21.3,16.9,4,0.9,,,,,
2736,Kore Digital,Operating Exp. Ann.,-,-,,-,88,16.5,13.8,3.6,0.9,,,,,
2737,Kore Digital,Operating Profit Ann.,-,-,,-,15.5,4.8,3.1,0.4,0,,,,,
2738,Kore Digital,OPM Ann. %,-,-,,-,14.75%,22.31%,18.44%,10.28%,2.08%,,,,,
2739,Kore Digital,Total Exp. Ann.,173.9%,216.4%,,285.6,88.8,17,13.9,3.6,0.9,,,,,
2740,Kore Digital,EBITDA Ann.,-,-,,-,17.1,4.8,3.1,0.4,0,,,,,
2741,Kore Digital,EBITDA Ann. margin %,-,-,,-,16.25%,22.31%,18.48%,10.30%,2.08%,,,,,
2742,Kore Digital,Interest Ann.,-,-,0.4,0.4,0.3,0.2,0,0,,,,,,
2743,Kore Digital,Depr.,268.4%,-,5,5,0.4,0.3,0.1,0.1,,,,,,
2744,Kore Digital,PBT Ann.,141.4%,-,12.1,42.2,16.3,4.3,3,0.4,0,,,,,
2745,Kore Digital,Tax Ann.,132.1%,-,2.5,10,4.8,1.1,0.8,0.1,,,,,,
2746,Kore Digital,PAT Before ExtraOrdinary Items Ann.,144.6%,-,,32.2,11.5,3.2,2.2,0.3,0,,,,,
2747,Kore Digital,Net Profit Ann.,143.3%,-,9.6,31.7,11.5,3.2,2.2,0.3,0,,,,,
2748,Kore Digital,NPM Ann. %,-8.6%,36.5%,,9.81%,11.10%,15.14%,12.86%,6.51%,2.07%,,,,,
2749,Kore Digital,EPS Adj. latest Ann.,144.8%,-,,26.4,9.6,2.7,1.8,0.2,0,,,,,
2750,Kore Digital,Annual Reports,,,,,,,,,,,,,,
2751,Comrade Appliances,Total Rev. Ann.,24.6%,,,57.4,29.1,27,29.7,26,,,,,,
2752,Comrade Appliances,Operating Exp. Ann.,-,,,-,25.6,22.5,26.7,24.1,,,,,,
2753,Comrade Appliances,Operating Profit Ann.,-,,,-,3.4,4.5,2.9,1.9,,,,,,
2754,Comrade Appliances,OPM Ann. %,-,,,-,11.74%,16.65%,9.87%,7.34%,,,,,,
2755,Comrade Appliances,Total Exp. Ann.,24.8%,,,56.8,28.3,24.8,29.2,25.8,,,,,,
2756,Comrade Appliances,EBITDA Ann.,-,,,-,3.5,4.5,3,2,,,,,,
2757,Comrade Appliances,EBITDA Ann. margin %,-,,,-,12.13%,16.77%,10.16%,7.47%,,,,,,
2758,Comrade Appliances,Interest Ann.,8.2%,,,1.9,1.6,1.4,1.5,1.1,,,,,,
2759,Comrade Appliances,Depr.,37.5%,,,2.6,1.1,0.9,1,0.5,,,,,,
2760,Comrade Appliances,PBT Ann.,6.3%,,,0.6,0.9,2.2,0.5,0.3,,,,,,
2761,Comrade Appliances,Tax Ann.,-20.6%,,,0.1,0.3,0.6,0.2,0.1,,,,,,
2762,Comrade Appliances,PAT Before ExtraOrdinary Items Ann.,7.7%,,,0.5,0.5,1.6,0.4,0.2,,,,,,
2763,Comrade Appliances,Net Profit Ann.,7.7%,,,0.5,0.5,1.6,0.4,0.2,,,,,,
2764,Comrade Appliances,NPM Ann. %,-10.9%,,,0.92%,1.81%,6.06%,1.30%,0.77%,,,,,,
2765,Comrade Appliances,EPS Adj. latest Ann.,11.9%,,,0.7,0.7,2.1,0.5,0.3,,,,,,
2766,Comrade Appliances,Annual Reports,,,,,,,,,,,,,,
2767,Sahana System,Total Rev. Ann.,140.6%,,,169.9,69.3,24.1,12.2,3.3,,,,,,
2768,Sahana System,Operating Exp. Ann.,-,,,-,45.8,14.5,9.4,2.5,,,,,,
2769,Sahana System,Operating Profit Ann.,-,,,-,23.2,9.7,2.8,0.8,,,,,,
2770,Sahana System,OPM Ann. %,-,,,-,33.54%,40.07%,22.81%,25.44%,,,,,,
2771,Sahana System,Total Exp. Ann.,123.6%,,,114,46.2,15.3,10.2,3.1,,,,,,
2772,Sahana System,EBITDA Ann.,-,,,-,23.5,9.7,2.8,0.8,,,,,,
2773,Sahana System,EBITDA Ann. margin %,-,,,-,33.90%,40.07%,22.81%,25.44%,,,,,,
2774,Sahana System,Interest Ann.,28.9%,,,1.5,0.1,0.6,0.7,0.6,,,,,,
2775,Sahana System,Depr.,135.1%,,,1.3,0.3,0.2,0.1,0,,,,,,
2776,Sahana System,PBT Ann.,203.5%,,,55.9,23.1,8.9,2,0.2,,,,,,
2777,Sahana System,Tax Ann.,222%,,,16.7,4.9,2.7,0.5,0.1,,,,,,
2778,Sahana System,PAT Before ExtraOrdinary Items Ann.,203.7%,,,39.2,18.2,6.2,1.4,0.2,,,,,,
2779,Sahana System,Net Profit Ann.,203.7%,,,39.2,18.2,6.2,1.4,0.2,,,,,,
2780,Sahana System,NPM Ann. %,26.4%,,,23.41%,26.37%,25.70%,11.59%,4.95%,,,,,,
2781,Sahana System,EPS Adj. latest Ann.,203.2%,,,44.6,20.7,7.1,1.6,0.2,,,,,,
2782,Sahana System,Annual Reports,,,,,,,,,,,,,,
2783,Infollion Research,Total Rev. Ann.,53%,,,79.5,53.3,35.3,22.2,16.1,,,,,,
2784,Infollion Research,Operating Exp. Ann.,-,,,-,41.6,28.2,17.8,13.4,,,,,,
2785,Infollion Research,Operating Profit Ann.,-,,,-,10.1,6.8,4.2,2.6,,,,,,
2786,Infollion Research,OPM Ann. %,-,,,-,19.02%,19.23%,18.96%,16.31%,,,,,,
2787,Infollion Research,Total Exp. Ann.,52.5%,,,63.1,41.8,28.3,17.8,13.4,,,,,,
2788,Infollion Research,EBITDA Ann.,-,,,-,11.7,7.1,4.4,2.7,,,,,,
2789,Infollion Research,EBITDA Ann. margin %,-,,,-,21.95%,19.99%,19.94%,16.90%,,,,,,
2790,Infollion Research,Interest Ann.,-,,,0.4,0.1,0.1,0,0,,,,,,
2791,Infollion Research,Depr.,-,,,0,,0,0,0,,,,,,
2792,Infollion Research,PBT Ann.,55.4%,,,16.5,11.6,7,4.4,2.7,,,,,,
2793,Infollion Research,Tax Ann.,58.7%,,,4,3,1.4,1,0.6,,,,,,
2794,Infollion Research,PAT Before ExtraOrdinary Items Ann.,53.9%,,,12.4,8.6,5.6,3.4,2.1,,,,,,
2795,Infollion Research,Net Profit Ann.,53.9%,,,12.4,8.6,5.6,3.4,2.1,,,,,,
2796,Infollion Research,NPM Ann. %,1.3%,,,16.09%,16.55%,15.92%,15.49%,13.00%,,,,,,
2797,Infollion Research,EPS Adj. latest Ann.,54.1%,,,12.8,-,5.8,3.5,2.1,,,,,,
2798,Infollion Research,Annual Reports,,,,,,,,,,,,,,
2799,Proventus Agrocom,Total Rev. Ann.,16.4%,-8.2%,,584.2,502,420.3,370.6,275.6,895.3,526.2,441.6,,,
2800,Proventus Agrocom,Operating Exp. Ann.,-,-,,-,490,412.6,367.6,273.2,912.3,496.9,415.2,,,
2801,Proventus Agrocom,Operating Profit Ann.,-,-,,-,7,6.3,2.3,2,-17.2,27.2,25.1,,,
2802,Proventus Agrocom,OPM Ann. %,-,-,,-,1.39%,1.51%,0.62%,0.74%,-1.92%,5.17%,5.68%,,,
2803,Proventus Agrocom,Total Exp. Ann.,15.9%,-9.1%,,574.8,493.1,415.8,369.4,274.1,923.9,509.6,431.9,,,
2804,Proventus Agrocom,EBITDA Ann.,-,-,,-,12,7.8,3,2.4,-17.1,29.3,26.4,,,
2805,Proventus Agrocom,EBITDA Ann. margin %,-,-,,-,2.38%,1.85%,0.81%,0.89%,-1.91%,5.57%,5.98%,,,
2806,Proventus Agrocom,Interest Ann.,10.7%,-29.9%,,1.9,1.8,2.5,1.4,0.7,11.2,12.3,16.3,,,
2807,Proventus Agrocom,Depr.,74.7%,32%,,1.6,1.2,0.7,0.3,0.3,0.4,0.4,0.4,,,
2808,Proventus Agrocom,PBT Ann.,93.4%,-,,9.4,8.9,4.6,1.3,1.5,-28.7,16.6,9.7,,,
2809,Proventus Agrocom,Tax Ann.,88.2%,-,,2,1.7,0.9,0.3,0.4,-6.8,4.9,2.8,,,
2810,Proventus Agrocom,PAT Before ExtraOrdinary Items Ann.,94.9%,-,,7.4,7.2,3.7,1,1.1,-21.9,11.7,7,,,
2811,Proventus Agrocom,Net Profit Ann.,94.9%,-,,7.4,7.2,3.6,1,1.1,-21.9,11.7,7,,,
2812,Proventus Agrocom,NPM Ann. %,67.6%,-,,1.27%,1.45%,0.87%,0.27%,0.40%,-2.44%,2.23%,1.57%,,,
2813,Proventus Agrocom,EPS Adj. latest Ann.,94.7%,-,,21.4,21,10.4,2.9,3.3,-63.6,34,20.2,,,
2814,Proventus Agrocom,Annual Reports,,,,,,,,,,,,,,
2815,Hemant Surgical,Total Rev. Ann.,1.8%,14.6%,,111.6,109.9,111.5,105.8,60.7,56.5,56.2,50.8,51.7,39.9,32.2
2816,Hemant Surgical,Operating Exp. Ann.,-,-,,-,95.1,98.7,97.3,56.7,53.5,53,48.1,49.1,37.3,30.1
2817,Hemant Surgical,Operating Profit Ann.,-,-,,-,10.5,10.5,6.3,3.1,2.6,2.7,2.5,2.4,2.3,1.7
2818,Hemant Surgical,OPM Ann. %,-,-,,-,9.53%,9.39%,5.96%,5.07%,4.57%,4.77%,4.88%,4.70%,5.83%,5.18%
2819,Hemant Surgical,Total Exp. Ann.,0.5%,12.7%,,101.1,97.1,101.4,99.7,59.1,55.6,54.9,49.8,50.9,39.2,31.6
2820,Hemant Surgical,EBITDA Ann.,-,-,,-,14.8,12.8,8.5,4,3,3.2,2.8,2.7,2.6,2
2821,Hemant Surgical,EBITDA Ann. margin %,-,-,,-,13.45%,11.50%,8.04%,6.53%,5.33%,5.64%,5.43%,5.16%,6.41%,6.31%
2822,Hemant Surgical,Interest Ann.,11.2%,9.5%,,2.2,1,1.9,1.6,1.8,1.4,1.4,1.3,1.6,1.7,1.4
2823,Hemant Surgical,Depr.,20.5%,18.5%,,1.4,1,0.9,0.8,0.6,0.6,0.5,0.4,0.3,0.2,0.2
2824,Hemant Surgical,PBT Ann.,20.2%,60.3%,,10.6,12.8,10.1,6.1,1.5,1,1.2,1,0.9,0.7,0.5
2825,Hemant Surgical,Tax Ann.,17%,88.8%,,2.4,3,2.4,1.5,0.4,0.1,0.1,0.1,0.1,0,
2826,Hemant Surgical,PAT Before ExtraOrdinary Items Ann.,20.8%,55.2%,,8.1,9.8,7.7,4.6,1.2,0.9,1.1,0.9,0.8,0.6,0.5
2827,Hemant Surgical,Net Profit Ann.,20.8%,55.2%,,8.1,9.8,7.7,4.6,1.2,0.9,1.1,0.9,0.8,0.6,0.5
2828,Hemant Surgical,NPM Ann. %,19.7%,38.1%,,7.63%,9.27%,7.00%,4.45%,1.91%,1.52%,2.03%,1.85%,1.55%,1.57%,1.68%
2829,Hemant Surgical,EPS Adj. latest Ann.,21%,57.7%,,7.8,9.4,7.3,4.4,1.1,0.8,1.1,0.9,0.8,0.6,0.5
2830,Hemant Surgical,Annual Reports,,,,,,,,,,,,,,
2831,Crayons Advertising,Total Rev. Ann.,0.6%,3.9%,,197.8,206.1,281.2,194.1,106.6,163.7,188.3,171.6,238.8,202.2,223.7
2832,Crayons Advertising,Operating Exp. Ann.,-,-,,-,181,256.7,189.7,103.9,158.1,181.2,166.6,233.3,196.3,218.5
2833,Crayons Advertising,Operating Profit Ann.,-,-,,-,20.6,19,2.8,1,2.9,3,2.9,5,4.1,4.5
2834,Crayons Advertising,OPM Ann. %,-,-,,-,9.98%,6.74%,1.46%,0.98%,1.78%,1.61%,1.72%,2.09%,2.05%,2.02%
2835,Crayons Advertising,Total Exp. Ann.,-0.6%,3.1%,,188.5,183.3,258.6,191.7,106.3,161.9,185.5,171.1,237.6,201.2,223.4
2836,Crayons Advertising,EBITDA Ann.,-,-,,-,25.1,24.4,4.4,2.7,5.6,7.1,5,5.5,5.9,5.2
2837,Crayons Advertising,EBITDA Ann. margin %,-,-,,-,12.17%,8.68%,2.25%,2.52%,3.41%,3.77%,2.91%,2.30%,2.92%,2.33%
2838,Crayons Advertising,Interest Ann.,-10.1%,-19.7%,,0.8,0.9,0.8,1.1,1.3,2.4,2.8,2.8,2.8,2.8,2.5
2839,Crayons Advertising,Depr.,38.7%,11.4%,,2.4,1.4,1.1,0.9,1.1,1.4,1.6,1.8,1.5,2.1,2.4
2840,Crayons Advertising,PBT Ann.,56.5%,38.6%,,9.2,22.8,22.5,2.4,0.3,1.8,2.8,0.4,1.2,1,0.4
2841,Crayons Advertising,Tax Ann.,52.9%,33%,,2.5,5.9,5.9,0.7,0.2,0.6,0.4,0.2,0.4,0.6,0.6
