,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
3166,Net Avenue Tech,Valuation Ratio,-,,,,,,,,,,,,,
3167,Net Avenue Tech,Total Debt to Total Equity Ann.,-,,,,0.1,1.2,2.6,-0.8,,,,,,
3168,Marinetrans,BVSH Ann.,-61.5%,-41%,,20.4,20,18.8,357.4,311.6,284.8,,,,,
3169,Marinetrans,RoA Ann. %,-47%,-3.2%,,1.20%,0.77%,5.83%,8.07%,3.61%,1.41%,,,,,
3170,Marinetrans,ROE Ann. %,-47%,-8.6%,,1.91%,1.27%,9.52%,12.83%,6.35%,2.99%,,,,,
3171,Marinetrans,ROCE Ann. %,-29.5%,-4.2%,,6.88%,5.97%,16.14%,19.64%,11.80%,8.51%,,,,,
3172,Marinetrans,Profitability Ratio,,,,,,,,,,,,,,
3173,Marinetrans,Liquidity Ratio,,,,,,,,,,,,,,
3174,Marinetrans,Valuation Ratio,,,,,,,,,,,,,,
3175,Marinetrans,Total Debt to Total Equity Ann.,14.5%,8.4%,,0.3,0.3,0.4,0.2,0.2,0.2,,,,,
3176,Deepak Chemtex,BVSH Ann.,-70%,,,50.8,38.6,"3,147.1","1,882.6","1,035.1",,,,,,
3177,Deepak Chemtex,RoA Ann. %,-10.4%,,,17.75%,11.72%,26.48%,24.66%,23.79%,,,,,,
3178,Deepak Chemtex,ROE Ann. %,-20.5%,,,22.68%,14.23%,40.20%,45.08%,51.00%,,,,,,
3179,Deepak Chemtex,ROCE Ann. %,-19.8%,,,29.89%,19.48%,53.05%,58.05%,65.90%,,,,,,
3180,Deepak Chemtex,Profitability Ratio,,,,,,,,,,,,,,
3181,Deepak Chemtex,Liquidity Ratio,,,,,,,,,,,,,,
3182,Deepak Chemtex,Valuation Ratio,,,,,,,,,,,,,,
3183,Deepak Chemtex,Total Debt to Total Equity Ann.,-,,,0,0,0.1,0.2,0.3,,,,,,
3184,AMIC Forging,BVSH Ann.,3.2%,8.9%,,118.6,61.6,231.1,108,95.8,77.6,,,,,
3185,AMIC Forging,RoA Ann. %,104.3%,36.5%,,23.28%,15.01%,16.04%,2.73%,3.46%,4.92%,,,,,
3186,AMIC Forging,ROE Ann. %,36.3%,25.2%,,28.58%,21.41%,49.40%,11.28%,8.26%,9.28%,,,,,
3187,AMIC Forging,ROCE Ann. %,50.7%,28.4%,,36.63%,28.24%,57.11%,10.71%,10.10%,10.49%,,,,,
3188,AMIC Forging,Profitability Ratio,,,,,,,,,,,,,,
3189,AMIC Forging,Liquidity Ratio,,,,,,,,,,,,,,
3190,AMIC Forging,Valuation Ratio,,,,,,,,,,,,,,
3191,AMIC Forging,Total Debt to Total Equity Ann.,-45%,-,,,0.1,0.2,1.4,0.6,0.8,,,,,
3192,Swashthik Plascon,BVSH Ann.,61%,,,43.8,36.4,15.9,10.5,10.3,,,,,,
3193,Swashthik Plascon,RoA Ann. %,94.9%,,,3.48%,5.04%,2.72%,0.47%,0.24%,,,,,,
3194,Swashthik Plascon,ROE Ann. %,58.2%,,,8.16%,11.77%,14.83%,2.06%,1.11%,,,,,,
3195,Swashthik Plascon,ROCE Ann. %,-13%,,,8.87%,12.52%,10.31%,13.48%,13.68%,,,,,,
3196,Swashthik Plascon,Profitability Ratio,,,,,,,,,,,,,,
3197,Swashthik Plascon,Liquidity Ratio,,,,,,,,,,,,,,
3198,Swashthik Plascon,Valuation Ratio,,,,,,,,,,,,,,
3199,Swashthik Plascon,Total Debt to Total Equity Ann.,-25.3%,,,1,0.8,2.9,2.4,2.5,,,,,,
3200,Flair Writing,BVSH Ann.,-10.4%,-2.7%,,96.6,85.3,46.6,134.4,111.2,110.9,95,"7,151.9",,,
3201,Flair Writing,RoA Ann. %,-0.6%,6.8%,,9.81%,10.73%,17.27%,9.99%,0.10%,7.06%,12.29%,12.95%,,,
3202,Flair Writing,ROE Ann. %,-11.9%,-4.4%,,11.74%,13.23%,27.17%,17.17%,0.19%,14.72%,29.29%,34.24%,,,
3203,Flair Writing,ROCE Ann. %,-8.7%,-4.6%,,15.20%,17.47%,33.54%,19.95%,3.20%,19.19%,29.54%,31.61%,,,
3204,Flair Writing,Profitability Ratio,,,,,,,,,,,,,,
3205,Flair Writing,Liquidity Ratio,,,,,,,,,,,,,,
3206,Flair Writing,Valuation Ratio,,,,,,,,,,,,,,
3207,Flair Writing,Total Debt to Total Equity Ann.,-,-,,0,0.1,0.3,0.4,0.4,0.6,0.9,1.1,,,
3208,Gandhar Oil Refinery,BVSH Ann.,21.5%,-10.4%,,119.9,113.7,88,66.8,239.4,207.2,201.6,200.2,159.2,"1,283.8","1,208.6"
3209,Gandhar Oil Refinery,RoA Ann. %,-35.9%,20.4%,,4.74%,7.64%,14.47%,18.01%,5.09%,1.87%,1.96%,4.08%,5.09%,1.69%,1.85%
3210,Gandhar Oil Refinery,ROE Ann. %,-44.2%,3.6%,,6.41%,10.67%,24.08%,36.81%,13.39%,5.37%,6.84%,15.56%,19.22%,6.79%,9.82%
3211,Gandhar Oil Refinery,ROCE Ann. %,-40.5%,-9.9%,,10.90%,17.47%,36.43%,51.64%,25.71%,18.35%,27.30%,35.82%,35.54%,27.13%,32.23%
3212,Gandhar Oil Refinery,Profitability Ratio,,,,,,,,,,,,,,
3213,Gandhar Oil Refinery,Liquidity Ratio,,,,,,,,,,,,,,
3214,Gandhar Oil Refinery,Valuation Ratio,,,,,,,,,,,,,,
3215,Gandhar Oil Refinery,Total Debt to Total Equity Ann.,-,-,,,0,0,0.1,0.2,0.3,0.3,0.9,1.3,1.3,2.3
3216,Tata Technologies,BVSH Ann.,-39.3%,-25.4%,,40.8,29.1,24.6,182,202.8,176.3,170.9,162.1,174.7,143.4,133.8
3217,Tata Technologies,RoA Ann. %,25.2%,-6.6%,,20.35%,23.45%,9.39%,10.38%,5.70%,28.70%,19.55%,18.73%,20.45%,22.33%,17.96%
3218,Tata Technologies,ROE Ann. %,21.3%,5.3%,,51.26%,58.15%,24.48%,28.72%,12.76%,39.59%,25.98%,25.43%,28.39%,36.08%,35.24%
3219,Tata Technologies,ROCE Ann. %,16.3%,3%,,53.10%,64.28%,30.93%,33.74%,16.85%,45.82%,33.93%,31.76%,35.45%,41.79%,42.19%
3220,Tata Technologies,Profitability Ratio,,,,,,,,,,,,,,
3221,Tata Technologies,Liquidity Ratio,,,,,,,,,,,,,,
3222,Tata Technologies,Valuation Ratio,,,,,,,,,,,,,,
3223,Tata Technologies,Total Debt to Total Equity Ann.,,,,,,,,,,,,0.1,0.2,0.2
3224,Fedbank Financial,BVSH Ann.,23.9%,22%,,68.3,61.2,41.7,35.9,28.8,25.3,20.1,13.7,,,
3225,Fedbank Financial,RoA Ann. %,2.5%,12.2%,,1.69%,2.19%,1.98%,1.57%,1.12%,0.95%,1.64%,2.08%,,,
3226,Fedbank Financial,ROE Ann. %,-0.5%,9.3%,,8.83%,10.82%,13.40%,8.96%,7.39%,5.66%,7.58%,11.86%,,,
3227,Fedbank Financial,ROCE Ann. %,2.7%,4.7%,,44.54%,43.22%,51.46%,41.10%,45.83%,35.44%,11.18%,13.70%,,,
3228,Fedbank Financial,Profitability Ratio,,,,,,,,,,,,,,
3229,Fedbank Financial,Liquidity Ratio,,,,,,,,,,,,,,
3230,Fedbank Financial,Valuation Ratio,,,,,,,,,,,,,,
3231,Fedbank Financial,Total Debt to Total Equity Ann.,-5.6%,-4.7%,,3.7,3.6,5.3,4.4,5.2,4.7,2.7,3.7,,,
3232,Rockingdeals Circular,BVSH Ann.,-45.4%,,,71.4,62,565.4,439.5,439.9,,,,,,
3233,Rockingdeals Circular,RoA Ann. %,113.1%,,,9.87%,12.97%,12.58%,1.02%,-0.07%,,,,,,
3234,Rockingdeals Circular,ROE Ann. %,70.6%,,,13.21%,14.85%,22.26%,2.66%,-0.27%,,,,,,
3235,Rockingdeals Circular,ROCE Ann. %,28.3%,,,19.63%,21.44%,33.77%,9.30%,6.24%,,,,,,
3236,Rockingdeals Circular,Profitability Ratio,,,,,,,,,,,,,,
3237,Rockingdeals Circular,Liquidity Ratio,,,,,,,,,,,,,,
3238,Rockingdeals Circular,Valuation Ratio,,,,,,,,,,,,,,
3239,Rockingdeals Circular,Total Debt to Total Equity Ann.,-37%,,,0.2,,0.6,0.8,0.8,,,,,,
3240,Indian Renewable,BVSH Ann.,18.3%,3.5%,,38.2,31.8,26,23.1,38.2,32.1,32.7,30.8,"3,199","2,926.4","2,776.6"
3241,Indian Renewable,RoA Ann. %,7.4%,22.6%,,2.13%,2.00%,1.71%,1.72%,1.14%,0.77%,0.99%,1.81%,1.95%,2.25%,2.64%
3242,Indian Renewable,ROE Ann. %,11.2%,14.2%,,16.54%,14.62%,14.56%,12.02%,11.56%,8.50%,9.52%,15.35%,14.54%,12.98%,12.48%
3243,Indian Renewable,ROCE Ann. %,16%,5.4%,,46.86%,16.31%,15.91%,29.99%,40.25%,35.99%,34.94%,36.61%,7.39%,8.86%,10.63%
3244,Indian Renewable,Profitability Ratio,,,,,,,,,,,,,,
3245,Indian Renewable,Liquidity Ratio,,,,,,,,,,,,,,
3246,Indian Renewable,Valuation Ratio,,,,,,,,,,,,,,
3247,Indian Renewable,Total Debt to Total Equity Ann.,22.8%,-6%,,6.3,5.8,6.8,3.4,7.8,8.6,4.3,3.4,5,4.2,3.3
3248,Arrowhead Seperation,BVSH Ann.,109.8%,,,88.6,86.4,18.7,9.6,8.4,,,,,,
3249,Arrowhead Seperation,RoA Ann. %,41.3%,,,1.41%,8.21%,8.17%,0.50%,-11.43%,,,,,,
3250,Arrowhead Seperation,ROE Ann. %,-40.6%,,,2.49%,12.59%,68.75%,11.86%,-263.12%,,,,,,
3251,Arrowhead Seperation,ROCE Ann. %,-40.1%,,,6.67%,19.18%,66.22%,31.10%,-16.39%,,,,,,
3252,Arrowhead Seperation,Profitability Ratio,,,,,,,,,,,,,,
3253,Arrowhead Seperation,Liquidity Ratio,,,,,,,,,,,,,,
3254,Arrowhead Seperation,Valuation Ratio,,,,,,,,,,,,,,
3255,Arrowhead Seperation,Total Debt to Total Equity Ann.,-67.9%,,,0.3,0.1,3.3,9.1,8.8,,,,,,
3256,Sunrest Lifescience,BVSH Ann.,-67.2%,,,38,33.1,10.4,"1,072",294.9,,,,,,
3257,Sunrest Lifescience,RoA Ann. %,-17%,,,3.41%,0.89%,12.22%,5.96%,1.74%,,,,,,
3258,Sunrest Lifescience,ROE Ann. %,-44.7%,,,12.29%,1.59%,65.58%,72.49%,56.12%,,,,,,
3259,Sunrest Lifescience,ROCE Ann. %,-25.2%,,,10.57%,3.35%,53.67%,25.22%,8.69%,,,,,,
3260,Sunrest Lifescience,Profitability Ratio,,,,,,,,,,,,,,
3261,Sunrest Lifescience,Liquidity Ratio,,,,,,,,,,,,,,
3262,Sunrest Lifescience,Valuation Ratio,,,,,,,,,,,,,,
3263,Sunrest Lifescience,Total Debt to Total Equity Ann.,-38.4%,,,0.7,0.4,0.7,3,7.9,,,,,,
3264,Kalyani Cast-Tech,BVSH Ann.,93.6%,,,90,70.8,28.5,12.4,,,,,,,
3265,Kalyani Cast-Tech,RoA Ann. %,37.4%,,,19.02%,14.85%,33.12%,7.33%,,,,,,,
3266,Kalyani Cast-Tech,ROE Ann. %,5.3%,,,22.06%,19.05%,56.32%,18.91%,,,,,,,
3267,Kalyani Cast-Tech,ROCE Ann. %,17.5%,,,29.56%,26.14%,66.61%,18.24%,,,,,,,
3268,Kalyani Cast-Tech,Profitability Ratio,-,,,,,,,,,,,,,
3269,Kalyani Cast-Tech,Liquidity Ratio,-,,,,,,,,,,,,,
3270,Kalyani Cast-Tech,Valuation Ratio,-,,,,,,,,,,,,,
3271,Kalyani Cast-Tech,Total Debt to Total Equity Ann.,-37%,,,0.1,0.2,0.2,0.4,,,,,,,
3272,ROX Hi-Tech,BVSH Ann.,59.9%,,,48.2,40.5,32.3,11.8,22.5,,,,,,
3273,ROX Hi-Tech,RoA Ann. %,35.3%,,,9.68%,14.02%,25.11%,3.91%,1.70%,,,,,,
3274,ROX Hi-Tech,ROE Ann. %,1.8%,,,18.09%,22.96%,63.47%,17.15%,9.05%,,,,,,
3275,ROX Hi-Tech,ROCE Ann. %,-5%,,,25.98%,33.18%,84.16%,30.34%,18.37%,,,,,,
3276,ROX Hi-Tech,Profitability Ratio,,,,,,,,,,,,,,
3277,ROX Hi-Tech,Liquidity Ratio,,,,,,,,,,,,,,
3278,ROX Hi-Tech,Valuation Ratio,,,,,,,,,,,,,,
3279,ROX Hi-Tech,Total Debt to Total Equity Ann.,-41.5%,,,0.4,0.2,0.9,2,1.6,,,,,,
3280,ASK Automotive,BVSH Ann.,,,,52.9,41.4,32.7,,,,,,,,
3281,ASK Automotive,RoA Ann. %,,,,12.87%,11.07%,9.59%,,,,,,,,
3282,ASK Automotive,ROE Ann. %,,,,23.73%,21.27%,19.09%,,,,,,,,
3283,ASK Automotive,ROCE Ann. %,,,,24.73%,21.18%,20.55%,,,,,,,,
3284,ASK Automotive,Profitability Ratio,,,,,,,,,,,,,,
3285,ASK Automotive,Liquidity Ratio,,,,,,,,,,,,,,
3286,ASK Automotive,Valuation Ratio,,,,,,,,,,,,,,
3287,ASK Automotive,Total Debt to Total Equity Ann.,,,,0.4,0.4,0.5,,,,,,,,
3288,Baba Food Processing,BVSH Ann.,-2.3%,,,38.8,36.1,52.1,41.6,34.4,,,,,,
3289,Baba Food Processing,RoA Ann. %,-2.4%,,,3.42%,6.68%,7.39%,3.68%,4.32%,,,,,,
3290,Baba Food Processing,ROE Ann. %,-12.3%,,,6.80%,10.43%,20.13%,10.08%,12.01%,,,,,,
3291,Baba Food Processing,ROCE Ann. %,-18.8%,,,6.50%,14.94%,24.37%,12.16%,14.12%,,,,,,
3292,Baba Food Processing,Profitability Ratio,,,,,,,,,,,,,,
3293,Baba Food Processing,Liquidity Ratio,,,,,,,,,,,,,,
3294,Baba Food Processing,Valuation Ratio,,,,,,,,,,,,,,
3295,Baba Food Processing,Total Debt to Total Equity Ann.,-17%,,,0.8,0.4,1.3,1.4,1.4,,,,,,
3296,Protean eGov Tech,BVSH Ann.,8%,5.5%,,246.3,228.9,212,195.3,166.5,188.4,166.6,142.5,,,
3297,Protean eGov Tech,RoA Ann. %,-21.4%,-11.3%,,7.07%,8.20%,9.69%,14.55%,10.71%,12.89%,14.63%,18.27%,,,
3298,Protean eGov Tech,ROE Ann. %,-20.3%,-10.5%,,9.25%,10.50%,12.48%,18.24%,13.83%,16.08%,18.67%,23.78%,,,
3299,Protean eGov Tech,ROCE Ann. %,-21.2%,-11.7%,,11.17%,13.47%,16.12%,22.87%,16.88%,20.79%,27.00%,34.50%,,,
3300,Protean eGov Tech,Profitability Ratio,,,,,,,,,,,,,,
3301,Protean eGov Tech,Liquidity Ratio,,,,,,,,,,,,,,
3302,Protean eGov Tech,Valuation Ratio,,,,,,,,,,,,,,
3303,Protean eGov Tech,Total Debt to Total Equity Ann.,,,,,,,,,,,,,,
3304,ESAF Small Finance,BVSH Ann.,6.4%,8.4%,,37.8,48.4,38.2,31.4,30.1,25.3,20.9,11,10.1,,
3305,ESAF Small Finance,RoA Ann. %,-,-,,-1.91%,1.63%,1.49%,0.30%,0.85%,2.01%,1.27%,0.57%,0.02%,,
3306,ESAF Small Finance,ROE Ann. %,-,-,,-26.75%,17.07%,17.62%,3.87%,7.79%,17.56%,10.10%,7.86%,0.24%,,
3307,ESAF Small Finance,ROCE Ann. %,6.8%,-2.1%,,9.11%,10.21%,9.68%,7.48%,9.43%,10.15%,9.94%,8.68%,0.90%,,
3308,ESAF Small Finance,Profitability Ratio,,,,,,,,,,,,,,
3309,ESAF Small Finance,Liquidity Ratio,,,,,,,,,,,,,,
3310,ESAF Small Finance,Valuation Ratio,,,,,,,,,,,,,,
3311,ESAF Small Finance,Total Debt to Total Equity Ann.,-30.7%,-8.6%,,0.7,1.3,2,2.1,1.3,1.1,1.9,4.9,6.7,,
3312,Micropro Software,BVSH Ann.,-80.4%,-58.6%,,31.9,33.2,"6,592.8","4,223.9","3,155.4","2,622","3,320.4",,,,
3313,Micropro Software,RoA Ann. %,-,-,,-3.56%,5.62%,23.13%,13.04%,8.36%,-14.25%,5.33%,,,,
3314,Micropro Software,ROE Ann. %,-,-,,-4.05%,6.55%,35.93%,25.29%,16.41%,-26.50%,7.63%,,,,
3315,Micropro Software,ROCE Ann. %,-,-,,-3.62%,10.67%,45.88%,28.91%,21.75%,10.01%,12.99%,,,,
3316,Micropro Software,Profitability Ratio,,,,,,,,,,,,,,
3317,Micropro Software,Liquidity Ratio,,,,,,,,,,,,,,
3318,Micropro Software,Valuation Ratio,,,,,,,,,,,,,,
3319,Micropro Software,Total Debt to Total Equity Ann.,-45%,-12.9%,,,0.1,0.2,0.6,0.6,0.6,0.2,,,,
3320,Honasa Consumer,BVSH Ann.,-,-80.1%,,36.3,-21.5,-87.1,"-836,393.9",,"116,832.3","22,706.5",,,,
3321,Honasa Consumer,RoA Ann. %,39.1%,-,,4.06%,6.84%,-14.77%,1.51%,,-3.32%,-10.24%,,,,
3322,Honasa Consumer,ROE Ann. %,-,-,,6.16%,-16.02%,,-1.44%,,-3.86%,-11.78%,,,,
3323,Honasa Consumer,ROCE Ann. %,36.8%,-,,7.86%,12.82%,2.95%,3.07%,,-3.83%,-11.63%,,,,
3324,Honasa Consumer,Profitability Ratio,,,,,,,,,,,,,,
3325,Honasa Consumer,Liquidity Ratio,,,,,,,,,,,,,,
3326,Honasa Consumer,Valuation Ratio,,,,,,,,,,,,,,
3327,Honasa Consumer,Total Debt to Total Equity Ann.,,,,,,,,,,,,,,
3328,Maitreya Medicare,BVSH Ann.,-81.3%,-,,39.4,36.7,19.5,"5,995.8","4,546.5",-37.1,,,,,
3329,Maitreya Medicare,RoA Ann. %,-5.6%,-,,3.90%,7.23%,15.36%,4.64%,16.79%,-0.38%,,,,,
3330,Maitreya Medicare,ROE Ann. %,-33.8%,-,,7.00%,12.76%,48.90%,24.11%,109.87%,,,,,,
3331,Maitreya Medicare,ROCE Ann. %,-6.9%,29%,,10.80%,14.69%,31.49%,13.37%,36.43%,3.02%,,,,,
3332,Maitreya Medicare,Profitability Ratio,,,,,,,,,,,,,,
3333,Maitreya Medicare,Liquidity Ratio,,,,,,,,,,,,,,
3334,Maitreya Medicare,Valuation Ratio,,,,,,,,,,,,,,
3335,Maitreya Medicare,Total Debt to Total Equity Ann.,-50%,-,,0.2,0.2,0.7,1.6,2.4,-218.9,,,,,
3336,Mish Designs,BVSH Ann.,35%,-,,56.3,40.9,10.9,22.9,20.8,-4.6,-5.3,,,,
3337,Mish Designs,RoA Ann. %,44%,49.1%,,3.76%,5.71%,8.54%,1.26%,0.11%,0.51%,-21.65%,,,,
3338,Mish Designs,ROE Ann. %,-19%,-,,4.96%,7.10%,27.86%,9.34%,0.57%,-15.21%,,,,,
3339,Mish Designs,ROCE Ann. %,-26.5%,47%,,8.17%,12.58%,34.93%,20.55%,11.19%,1.19%,-35.52%,,,,
3340,Mish Designs,Profitability Ratio,,,,,,,,,,,,,,
3341,Mish Designs,Liquidity Ratio,,,,,,,,,,,,,,
3342,Mish Designs,Valuation Ratio,,,,,,,,,,,,,,
3343,Mish Designs,Total Debt to Total Equity Ann.,-70.8%,-,,0.1,0.2,1.4,4,2.1,-19.3,-9.9,,,,
3344,Cello World,BVSH Ann.,-92.9%,,,98.1,54.2,27.5,"272,780","65,436",,,,,,
3345,Cello World,RoA Ann. %,-5.7%,,,12.82%,16.79%,17.15%,15.29%,13.18%,,,,,,
3346,Cello World,ROE Ann. %,-59.4%,,,15.63%,28.80%,79.10%,232.75%,-141.63%,,,,,,
3347,Cello World,ROCE Ann. %,-41.8%,,,20.26%,33.70%,36.98%,102.57%,271.33%,,,,,,
3348,Cello World,Profitability Ratio,,,,,,,,,,,,,,
3349,Cello World,Liquidity Ratio,,,,,,,,,,,,,,
3350,Cello World,Valuation Ratio,,,,,,,,,,,,,,
3351,Cello World,Total Debt to Total Equity Ann.,-,,,,0.3,1,5.2,-3,,,,,,
3352,KK Shah Hospitals,BVSH Ann.,,,,19.7,20.7,10.5,,,,,,,,
3353,KK Shah Hospitals,RoA Ann. %,,,,-2.04%,4.15%,3.88%,,,,,,,,
3354,KK Shah Hospitals,ROE Ann. %,,,,-2.43%,4.30%,4.28%,,,,,,,,
3355,KK Shah Hospitals,ROCE Ann. %,,,,-2.43%,4.94%,5.72%,,,,,,,,
3356,KK Shah Hospitals,Profitability Ratio,,,,,,,,,,,,,,
3357,KK Shah Hospitals,Liquidity Ratio,,,,,,,,,,,,,,
3358,KK Shah Hospitals,Valuation Ratio,,,,,,,,,,,,,,
3359,KK Shah Hospitals,Total Debt to Total Equity Ann.,,,,,,,,,,,,,,
3360,Transteel Seating,BVSH Ann.,-73.4%,-52.2%,,49.6,38.6,419.7,"2,644.8","1,976.6","1,979.5","2,037.1",,,,
3361,Transteel Seating,RoA Ann. %,21%,139%,,7.80%,7.81%,10.89%,4.40%,-0.02%,0.10%,1.87%,,,,
3362,Transteel Seating,ROE Ann. %,-20.6%,98.5%,,12.64%,14.27%,37.20%,25.26%,-0.12%,0.41%,6.25%,,,,
3363,Transteel Seating,ROCE Ann. %,-17%,9.9%,,18.18%,21.54%,36.65%,31.83%,12.15%,11.32%,15.15%,,,,
3364,Transteel Seating,Profitability Ratio,,,,,,,,,,,,,,
3365,Transteel Seating,Liquidity Ratio,,,,,,,,,,,,,,
3366,Transteel Seating,Valuation Ratio,,,,,,,,,,,,,,
3367,Transteel Seating,Total Debt to Total Equity Ann.,-42.5%,-19.7%,,0.4,0.5,1.1,2.1,2.1,1.2,0.8,,,,
3368,Vrundavan Plantation,BVSH Ann.,-,-,,44.6,39.3,10,,,,,,,,
3369,Vrundavan Plantation,RoA Ann. %,-,-12.6%,,5.40%,6.57%,,,7.74%,10.58%,9.51%,,,,
3370,Vrundavan Plantation,ROE Ann. %,-,-23.6%,,7.38%,8.08%,,,25.74%,28.30%,20.97%,,,,
3371,Vrundavan Plantation,ROCE Ann. %,-,-2.8%,,10.36%,12.02%,,,8.52%,11.96%,11.77%,,,,
3372,Vrundavan Plantation,Profitability Ratio,,,,,,,,,,,,,,
3373,Vrundavan Plantation,Liquidity Ratio,,,,,,,,,,,,,,
3374,Vrundavan Plantation,Valuation Ratio,,,,,,,,,,,,,,
3375,Vrundavan Plantation,Total Debt to Total Equity Ann.,-,-41%,,0.1,,,,2,1.4,0.8,,,,
3376,Paragon Fine & Speciality,BVSH Ann.,-66.8%,,,45.7,42.7,62,"1,244.3",795.3,,,,,,
3377,Paragon Fine & Speciality,RoA Ann. %,-10%,,,5.69%,12.94%,13.93%,7.80%,8.82%,,,,,,
3378,Paragon Fine & Speciality,ROE Ann. %,-43.2%,,,6.61%,17.14%,44.28%,36.08%,55.29%,,,,,,
3379,Paragon Fine & Speciality,ROCE Ann. %,-29.7%,,,9.09%,21.89%,39.62%,26.12%,33.75%,,,,,,
3380,Paragon Fine & Speciality,Profitability Ratio,,,,,,,,,,,,,,
3381,Paragon Fine & Speciality,Liquidity Ratio,,,,,,,,,,,,,,
3382,Paragon Fine & Speciality,Valuation Ratio,,,,,,,,,,,,,,
3383,Paragon Fine & Speciality,Total Debt to Total Equity Ann.,-,,,0,0.1,1.1,1.7,2.8,,,,,,
3384,Shanthala FMCG,BVSH Ann.,-48.7%,,,33.9,32.5,28.6,251,241.9,,,,,,
3385,Shanthala FMCG,RoA Ann. %,74.4%,,,3.87%,1.28%,2.69%,0.73%,2.52%,,,,,,
3386,Shanthala FMCG,ROE Ann. %,5.6%,,,4.24%,1.35%,12.37%,3.60%,11.91%,,,,,,
3387,Shanthala FMCG,ROCE Ann. %,-25.3%,,,5.84%,2.79%,21.53%,14.01%,16.66%,,,,,,
3388,Shanthala FMCG,Profitability Ratio,,,,,,,,,,,,,,
3389,Shanthala FMCG,Liquidity Ratio,,,,,,,,,,,,,,
3390,Shanthala FMCG,Valuation Ratio,,,,,,,,,,,,,,
3391,Shanthala FMCG,Total Debt to Total Equity Ann.,-,,,,0,3.1,3.7,3.4,,,,,,
3392,Blue Jet Healthcare,BVSH Ann.,29.5%,-71.1%,,65.3,48.7,39.3,30.1,"3,428.3","32,238.3",,,,,
3393,Blue Jet Healthcare,RoA Ann. %,-5.4%,-11%,,21.53%,15.46%,18.56%,25.45%,25.94%,38.58%,,,,,
3394,Blue Jet Healthcare,ROE Ann. %,-8.2%,-18.6%,,26.93%,19.37%,23.48%,34.81%,40.73%,75.40%,,,,,
3395,Blue Jet Healthcare,ROCE Ann. %,-8.6%,-15.9%,,34.96%,26.96%,31.67%,45.74%,52.32%,83.21%,,,,,
3396,Blue Jet Healthcare,Profitability Ratio,,,,,,,,,,,,,,
3397,Blue Jet Healthcare,Liquidity Ratio,,,,,,,,,,,,,,
3398,Blue Jet Healthcare,Valuation Ratio,,,,,,,,,,,,,,
3399,Blue Jet Healthcare,Total Debt to Total Equity Ann.,,,,,,,,0.1,0.3,,,,,
3400,On Door Concepts,BVSH Ann.,-,,,176.7,162.9,132.5,-351.9,,,,,,,
3401,On Door Concepts,RoA Ann. %,-,,,5.98%,5.30%,14.49%,-6.89%,,,,,,,
3402,On Door Concepts,ROE Ann. %,-,,,7.79%,6.58%,25.50%,,,,,,,,
3403,On Door Concepts,ROCE Ann. %,-,,,8.03%,5.90%,1.31%,-5.22%,,,,,,,
3404,On Door Concepts,Profitability Ratio,-,,,,,,,,,,,,,
3405,On Door Concepts,Liquidity Ratio,-,,,,,,,,,,,,,
3406,On Door Concepts,Valuation Ratio,-,,,,,,,,,,,,,
3407,On Door Concepts,Total Debt to Total Equity Ann.,-,,,0.1,0,0,-1.7,,,,,,,
3408,Rajgor Castor Derivatives,BVSH Ann.,-41.3%,-34%,,34.7,31,110.2,171.4,127.1,278.1,370,,,,
3409,Rajgor Castor Derivatives,RoA Ann. %,61%,-,,5.80%,5.20%,7.12%,1.39%,-6.98%,-4.07%,1.33%,,,,
3410,Rajgor Castor Derivatives,ROE Ann. %,-25.1%,-,,10.85%,13.18%,23.43%,25.84%,-120.35%,-33.05%,8.24%,,,,
3411,Rajgor Castor Derivatives,ROCE Ann. %,-6.7%,45.3%,,25.29%,24.16%,34.43%,31.15%,-2.02%,3.90%,7.14%,,,,
3412,Rajgor Castor Derivatives,Profitability Ratio,,,,,,,,,,,,,,
3413,Rajgor Castor Derivatives,Liquidity Ratio,,,,,,,,,,,,,,
3414,Rajgor Castor Derivatives,Valuation Ratio,,,,,,,,,,,,,,
3415,Rajgor Castor Derivatives,Total Debt to Total Equity Ann.,-61.8%,-38.7%,,0.5,0.6,1.9,9,15.3,5.8,4.2,,,,
3416,Womancart,BVSH Ann.,66.6%,,,110.1,39.3,28.4,23.8,4.7,,,,,,
3417,Womancart,RoA Ann. %,13.6%,,,7.89%,10.76%,9.17%,5.38%,-13.29%,,,,,,
3418,Womancart,ROE Ann. %,11.2%,,,10.79%,17.19%,16.08%,7.85%,-109.55%,,,,,,
3419,Womancart,ROCE Ann. %,6.9%,,,13.92%,22.44%,19.18%,11.39%,-42.42%,,,,,,
3420,Womancart,Profitability Ratio,,,,,,,,,,,,,,
3421,Womancart,Liquidity Ratio,,,,,,,,,,,,,,
3422,Womancart,Valuation Ratio,,,,,,,,,,,,,,
3423,Womancart,Total Debt to Total Equity Ann.,-12.6%,,,0.2,0.4,0.4,0.3,5.6,,,,,,
3424,IRM Energy,BVSH Ann.,40.8%,53%,,231.5,226.9,114.5,83,40.6,27.6,15.6,,,,
